target,spearman,r2,rmse,mae
5.373741570652216248e-01,0.1845795693104974,-0.06843653138346006,0.21933751536556448,0.19706552603322283
1.013193062080027830e-02,0.342250882722557,0.007444089145270283,0.10223936281360556,0.020809996097876083
5.329723396506434341e+00,0.38118522136394145,0.2235343191709226,0.6769781321873052,0.5077583959112494
2.791789059165332432e-02,0.4191134994586362,0.8760477218104883,0.1581999526105005,0.06581795275807818
5.828372691845795997e-03,0.44674946878275557,0.6485351689170746,0.20126456391897765,0.1129076765504674
