target,spearman,r2,rmse,mae
9.911663368938060381e-02,0.8141877212732404,0.840017767206878,0.2605052053237643,0.18906340002974736
9.705789280118813922e-01,0.6626880200587127,0.6381038038402848,0.2273911714687516,0.15895730579142983
1.009498163437720988e-02,0.5479125017804689,0.5404838120109501,0.1563884626987906,0.060828564360738364
4.351372294868446206e-02,0.5287996834640396,0.6801366818419117,0.36065677034161275,0.2040873546448977
2.104813720253715867e-02,0.5124151059392769,0.5868687665073956,0.3721469637707311,0.2019547631420075
